id,handle,link_id,content,lat,long,created_at,updated_at
1277,MrMickToYou,484715320389537793,Nothing says Happy 4th of July like discovering your paycheck is $130.81 less than usual and no explanation why. #Pissed #GiveMeMyMoney,40.61472677,-75.53350903,2014-07-03 15:09:14.676383,2014-07-03 15:09:14.676383
1278,br0dget,484715314857246721,“@SincerelyTumblr: Girls on the 4th of July. http://t.co/igkg8LN9Et” @ErinKirby02 😏,41.31264959,-105.56122326,2014-07-03 15:09:14.68059,2014-07-03 15:09:14.68059
1279,DJChubbyChu,484715289725399040,This Sunday Our 4th of July Festivities Will Take Place On Sunday July 6th On The World Yacht… http://t.co/ocNKOuVHHy,40.7629235,-73.97598656,2014-07-03 15:09:14.68325,2014-07-03 15:09:14.68325
1280,CityGearWdotte,484719344878764033,"And of course we have them in all sizes, so make in a family affair this 4th of July!!! http://t.co/ImJFg3e9He",39.11717569,-94.758478,2014-07-03 15:25:04.406107,2014-07-03 15:25:04.406107
1281,SofiRestaurant,484719340689063936,Sofi will be open for the 4th of July weekend,42.07960605,-87.73631601,2014-07-03 15:25:04.416309,2014-07-03 15:25:04.416309
1282,heatherhallm,484719276494827523,“@Gothamist: Where To Watch Fireworks In NYC This 4th Of July http://t.co/m4hHVplGpX” We lucked out @JudeGalle @chewoo32,40.76297914,-73.98767866,2014-07-03 15:25:04.425553,2014-07-03 15:25:04.425553
1283,CityGearWdotte,484719344878764033,"And of course we have them in all sizes, so make in a family affair this 4th of July!!! http://t.co/ImJFg3e9He",39.11717569,-94.758478,2014-07-03 15:25:06.820227,2014-07-03 15:25:06.820227
1284,SofiRestaurant,484719340689063936,Sofi will be open for the 4th of July weekend,42.07960605,-87.73631601,2014-07-03 15:25:06.823629,2014-07-03 15:25:06.823629
1285,heatherhallm,484719276494827523,“@Gothamist: Where To Watch Fireworks In NYC This 4th Of July http://t.co/m4hHVplGpX” We lucked out @JudeGalle @chewoo32,40.76297914,-73.98767866,2014-07-03 15:25:06.826129,2014-07-03 15:25:06.826129
1286,CityGearWdotte,484719344878764033,"And of course we have them in all sizes, so make in a family affair this 4th of July!!! http://t.co/ImJFg3e9He",39.11717569,-94.758478,2014-07-03 15:25:08.39716,2014-07-03 15:25:08.39716
1287,SofiRestaurant,484719340689063936,Sofi will be open for the 4th of July weekend,42.07960605,-87.73631601,2014-07-03 15:25:08.401136,2014-07-03 15:25:08.401136
1288,heatherhallm,484719276494827523,“@Gothamist: Where To Watch Fireworks In NYC This 4th Of July http://t.co/m4hHVplGpX” We lucked out @JudeGalle @chewoo32,40.76297914,-73.98767866,2014-07-03 15:25:08.403572,2014-07-03 15:25:08.403572
1289,CityGearWdotte,484719344878764033,"And of course we have them in all sizes, so make in a family affair this 4th of July!!! http://t.co/ImJFg3e9He",39.11717569,-94.758478,2014-07-03 15:25:35.920523,2014-07-03 15:25:35.920523
1290,SofiRestaurant,484719340689063936,Sofi will be open for the 4th of July weekend,42.07960605,-87.73631601,2014-07-03 15:25:35.924049,2014-07-03 15:25:35.924049
1291,heatherhallm,484719276494827523,“@Gothamist: Where To Watch Fireworks In NYC This 4th Of July http://t.co/m4hHVplGpX” We lucked out @JudeGalle @chewoo32,40.76297914,-73.98767866,2014-07-03 15:25:35.926753,2014-07-03 15:25:35.926753
1292,tajacasanova,484719164976664576,I'm so pissed I'm going to be out of town 4th of July weekend.,38.0149616,-97.93952936,2014-07-03 15:25:35.929099,2014-07-03 15:25:35.929099
1293,Carmen5415,484719133003481089,@DouglasWickard Will let you know how I liked it when I read it. Have a great 4th of July!!!🇺🇸,43.1820756,-87.9093826,2014-07-03 15:25:35.931079,2014-07-03 15:25:35.931079
1294,mialei1,484719126753976322,Happy 4th y'all 😘 Going flip today for 4th of July Potluck #pancit #filipinofood #USMDsfave 🇺🇸🇺🇸🇺🇸 @ Usmd http://t.co/uDi4ZJqL9R,32.89445,-96.986333,2014-07-03 15:25:35.933123,2014-07-03 15:25:35.933123
1295,TheonlyLisztgen,484719098442829824,"“@tylerspost: White Dads ""4th of July"" outfits 😂😩😩 http://t.co/Z5VohbvQiX” lmfao Mr. Roller like shit",38.83354742,-77.2023033,2014-07-03 15:25:35.935329,2014-07-03 15:25:35.935329
1296,AbbyWWheeler,484719070278070272,#tbt Happy 4th of July week🇺🇸🇺🇸 #Mercia #RockinTheShades @caraelisabeth22 @ Marion 4th of July parade http://t.co/h1eabJW716,41.72291407,-70.75397258,2014-07-03 15:25:35.937475,2014-07-03 15:25:35.937475
1297,AmiNeilan,484719040552644608,"Happy Almost 4th of July everyone! Have fun, be safe and God bless America! #Lovemycountryusa http://t.co/vifEZG4Bmo",33.85716011,-84.32509322,2014-07-03 15:25:35.939862,2014-07-03 15:25:35.939862
1298,JSNova_,484719034445737985,4th of July 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,-33.87835921,151.2105927,2014-07-03 15:25:35.941972,2014-07-03 15:25:35.941972
1299,xo_briv,484719021913550849,Don't even get to do anything to celebrate 4th of July because I work all weekend 😭😭😭,38.16797233,-85.72049621,2014-07-03 15:25:35.943944,2014-07-03 15:25:35.943944
1300,conquorolin,484718993291231233,"Temple Run2で、4th of July Progressをコンプリート。
Uncle Sam Hatをゲットしますた(￣^￣)ゞ http://t.co/uyQr30rHW7",34.87895602,136.53473435,2014-07-03 15:25:35.945915,2014-07-03 15:25:35.945915
1301,sharibales,484718962740310017,"Have a great 4th of July weekend!https://t.co/diiFf7sCO2",34.49933,-93.22797,2014-07-03 15:25:35.948018,2014-07-03 15:25:35.948018
1302,_yamiletalvarez,484718932138688512,It never fails to rain on 4th of July .,28.0267401,-82.52496889,2014-07-03 15:25:35.949853,2014-07-03 15:25:35.949853
1303,ceceliadebroff,484718905894522881,the biggest storm of the season would come on the 4th of July,41.25603943,-73.14762611,2014-07-03 15:25:35.951829,2014-07-03 15:25:35.951829
1304,JuiceBoxBoy87,484718883014594560,"Woah, 4th of July's already tomorrow? :O",33.8181081,-116.45197913,2014-07-03 15:25:35.953754,2014-07-03 15:25:35.953754
1305,docevans007,484718881467285505,4th of July Book! (@ Avid Bookshop) https://t.co/XMplMvJlRT,33.96055998,-83.38547275,2014-07-03 15:25:35.955799,2014-07-03 15:25:35.955799
1306,_ReppinVA_,484718875024441344,The 4th of July weekend is gonna start here in a couple hrs,33.0060773,-96.6854819,2014-07-03 15:25:35.957873,2014-07-03 15:25:35.957873
1307,JewelryDiva18,484718819508629504,"DON'T WAIT,  GET YOUR ORDER IN NOW!!!
Hostess: Jamie Drahos
Party: 4th of July Flash Sale http://t.co/13dvG6ul7h",39.0625783,-77.4486185,2014-07-03 15:25:35.960299,2014-07-03 15:25:35.960299
1308,Raz4207,484718781911273472,I have to work 4th of July AND the weekend. #ballerArmyVetstatus,41.6545012,-83.58981347,2014-07-03 15:25:35.962762,2014-07-03 15:25:35.962762
1309,ridin_S0L0,484718771031252992,#TBT and happy early 4th of July from this beach babe 💁🌊🇺🇸 @ my modeling days 💋 http://t.co/uWALvPGs79,39.40226333,-76.60765902,2014-07-03 15:25:35.965085,2014-07-03 15:25:35.965085
1310,xgvlddiamonds,484718746851082240,Imma get my 4th of July outfit today 👏,34.58749081,-80.68085153,2014-07-03 15:25:35.967369,2014-07-03 15:25:35.967369
1311,brittanyamber_,484718715712188416,For America on 4th of July Eve 💙❤️🇺🇸 http://t.co/11F9xiQOfO,44.90248536,-93.04780441,2014-07-03 15:25:35.969438,2014-07-03 15:25:35.969438
1312,roseschultz18,484718668593364993,dad calls to see if we have power and the power comes back 😭😭😭 IT'S A 4TH OF JULY MIRACLE,41.58704602,-87.78958057,2014-07-03 15:25:35.971522,2014-07-03 15:25:35.971522
1313,4Ever_Chocolate,484718624469680129,I think maybe I showed out today with my 4th of July outfit lol,42.9272609,-78.7399228,2014-07-03 15:25:35.973604,2014-07-03 15:25:35.973604
1314,ElTwinkers,484718600985378817,"4th of July weekend is here, have fun and remember to be safe!",32.58753766,-114.70463233,2014-07-03 15:25:35.975435,2014-07-03 15:25:35.975435
1315,BTurmelle,484718581083811840,Really thought my 4th of July weekend was gonna be a little more exciting than this..,43.32430572,-70.95513654,2014-07-03 15:25:35.977266,2014-07-03 15:25:35.977266
1316,fitfoodzcafe,484718574612008960,Just a friendly reminder to all of our Fit Foodiez.... We will be open on Friday July 4th at 830 am… http://t.co/Rk5toxXcPa,26.40113685,-80.22139977,2014-07-03 15:25:35.97925,2014-07-03 15:25:35.97925
1317,USMC_Ely,484718525094060032,Feels so fucking weird not being able to celebrate the 4th of July in AMERICUHHH!,34.1652963,132.2280003,2014-07-03 15:25:35.981591,2014-07-03 15:25:35.981591
1318,tamaraaaalove,484718490113564672,@KrystalNona I'm having a BBQ for the 4th of July today come if you want and bring your bathing suits,40.56581296,-74.28723119,2014-07-03 15:25:35.983686,2014-07-03 15:25:35.983686
1319,_AmyMurphy_,484718482097836032,So the 4th of July has been cancelled 🇺🇸,41.72153046,-69.99507654,2014-07-03 15:25:35.985763,2014-07-03 15:25:35.985763
1320,JayGee_11,484718411579023361,@olvera_josie 4th of July party!! I heard a lot of ppl is going! But we all know we're just going for the alcohol LOL,30.14703649,-94.16699627,2014-07-03 15:25:35.988001,2014-07-03 15:25:35.988001
1321,reloadnightlife,484718411432222720,"Ya falta poco!
*4TH OF JULY CELEBRATION*
@Decapolispanama
Vuelven los 2 pisos de rumba!
MUJERES FREE!
@cdementiev RT http://t.co/npuJVwWDvk",9.06958413,-79.5272983,2014-07-03 15:25:35.990291,2014-07-03 15:25:35.990291
1322,SuperStridey,484718374749229056,Can we get the 4th July off too as a celebration of us generously giving the USA it's freedom? 😉,51.42490487,-0.03213154,2014-07-03 15:25:35.99246,2014-07-03 15:25:35.99246
1323,torr_g,484718372756545537,I have no clue what i am doing for the 4th of july😔,40.85672239,-73.43552274,2014-07-03 15:25:35.994704,2014-07-03 15:25:35.994704
1324,beardedwonder,484718259087089664,This 4th of July sign just made the Founding Fathers turn over in their graves; http://t.co/CadMWlxLcf,42.7331785,-90.4909341,2014-07-03 15:25:35.997123,2014-07-03 15:25:35.997123
1325,fishinfool1960,484718246168637440,@gecheck62 well if I didn't miss spoke.I was just saying I want you to have a great day and be safe for the 4th of July peace be with you,36.1246004,-115.3144035,2014-07-03 15:25:35.999029,2014-07-03 15:25:35.999029
1326,WhaddupItsCam,484718230406045696,"4th of July is Ella's first holiday, &amp; I'm so excited. ☺️💥",40.55686851,-85.67272279,2014-07-03 15:25:36.001125,2014-07-03 15:25:36.001125
1327,hatewebbie,484718220050325504,Spending 4th of July by myself or probably with @Christian_v__ idk let us get drunk with you and shoot fireworks or something cool.,29.69556801,-95.05596429,2014-07-03 15:25:36.003181,2014-07-03 15:25:36.003181
1328,ZachWalz15,484718126118887427,So excited to spend the 4th of July with the boys #Post471,44.87443033,-93.36551928,2014-07-03 15:25:36.005339,2014-07-03 15:25:36.005339
1329,ShaunaOMalley,484718114593312768,Spending this 4th of July weekend apartment hunting in Nashville with my favorite man and could not be more thrilled!,43.1198618,-89.51590696,2014-07-03 15:25:36.007251,2014-07-03 15:25:36.007251
1330,SoWalBeaches,484718100101623809,WaterColor 4th of July Bike Parade. #southwalton #SoWal @ WaterColor Inn &amp; Resort http://t.co/v8Y4evZp2r,30.32176802,-86.14496734,2014-07-03 15:25:36.009327,2014-07-03 15:25:36.009327
1331,dfettig20_20,484718090941661184,The 4th of July is all about #Life #Liberty and the #PursuitOfHappyHour,46.6125439,-118.93105102,2014-07-03 15:25:36.011265,2014-07-03 15:25:36.011265
1332,SalonOasisBoca,484718074353164288,Happy 4th of July!!! Julie is wearing Swarovski red crystal earrings by JEM Designs and a red resin… http://t.co/v2nj2J2zDk,26.36787284,-80.13728556,2014-07-03 15:25:36.013214,2014-07-03 15:25:36.013214
1333,SK_Parks_Rec,484718052584345600,"S Kingstown 4th of July festivities have been re-scheduled to Sat, Jul. 5th. Concert by Rockin Soul Horns, food concessions &amp; fireworks! RT",41.44952539,-71.4949034,2014-07-03 15:25:36.015242,2014-07-03 15:25:36.015242
1334,Ciara75nicole,484718028211646464,Throwing it back to multiple years of the past in celebration of tomorrow!! July 4th :)… http://t.co/RglfWt2tI2,44.84558896,-85.2874756,2014-07-03 15:25:36.017487,2014-07-03 15:25:36.017487
1335,SilverFeather7,484717888691916800,4th of July is tomorrow. Just thought I would point that out.,32.97374703,-96.98035343,2014-07-03 15:25:36.01973,2014-07-03 15:25:36.01973
1336,jayscud,484717812112318465,"tomorrow is 4th of July, and i don't have shit to do, smh 😫🔫",42.01228201,-87.69640499,2014-07-03 15:25:36.021795,2014-07-03 15:25:36.021795
1337,silverstein18,484717788968136704,@Evan_McEwan yea i know 4th of july is always my shit i wish i could be there but well rage in a couple weeks❤️,26.47778825,-80.09137906,2014-07-03 15:25:36.023948,2014-07-03 15:25:36.023948
1338,elleRodriguez_,484717759507746816,“@GiantEightTre: 4th of july will be postponed due to the colombia game”. A true Colombian would say that,40.62032301,-74.00776187,2014-07-03 15:25:36.025975,2014-07-03 15:25:36.025975
1339,schiff13,484717712321826816,"Before the 4th of July, I just wanted to send out an important message: no, a hot dog is NOT a sandwich, not subject to debate",40.7994688,-74.373942,2014-07-03 15:25:36.028279,2014-07-03 15:25:36.028279
1340,SmallTownBirdie,484717699285516289,Excited to go to Clear Lake for the 4th of July!! Lexie is going to love the parade and carnival rides this year!!,42.74007307,-93.21552713,2014-07-03 15:25:36.030393,2014-07-03 15:25:36.030393
1341,TwiggiesGirl,484717666179887104,This week only!! Don't miss these deals! Shop our 4th of July BLOWOUT Sale! Enjoy 20% off all regular… http://t.co/Lbg5JBY3QF,34.7497139,-86.74055481,2014-07-03 15:25:36.032475,2014-07-03 15:25:36.032475
1342,richienash1,484717623960018945,"@thepoorchef1 GOOD MORNING CHEF,I WONDER IF WE CAN HAVE A SPECIAL SNEAK PEAK AT YOUR 4TH OF JULY MENU AS I KNOW THAT IT WILL BE VERY SPECIAL",40.8523297,-73.039223,2014-07-03 15:25:36.03443,2014-07-03 15:25:36.03443
1343,SixRomeo,484717593773617152,"Actual voicemail I just received from doc-- ""Just calling to say your barium enema was normal... Also to wish you a happy 4th of July.""",30.30076624,-97.6951343,2014-07-03 15:25:36.036406,2014-07-03 15:25:36.036406
1344,astasia_florio,484717592717041664,I feel like I'm the only one spending the 4th of July weekend with my family lol can't wait to see my Pop 😁,39.9177816,-75.1608609,2014-07-03 15:25:36.038519,2014-07-03 15:25:36.038519
1345,LosAngelesCP,484717577151590400,4th of July Pet Safety Tips:  Gayle Anderson was live in Pasadena to learn pet friendly Fourth of July safety... http://t.co/t6Z1z3T63K,34.05161048,-118.24533538,2014-07-03 15:25:36.040471,2014-07-03 15:25:36.040471
1346,kristin3417,484717575692378112,..I love how excited our island gets for the 4th of July parade! 🇺🇸 💙 #LoveWhereIAmFrom,42.97796326,-78.72437963,2014-07-03 15:25:36.042814,2014-07-03 15:25:36.042814
1347,lindsey_hopper,484717510059905024,#tbt to the greatest 4th of July I ever had at #CampWoodstock with all these lovely people. miss you… http://t.co/pUDdsjT4Dc,41.75709795,-72.77011441,2014-07-03 15:25:36.04495,2014-07-03 15:25:36.04495
1348,kellijozahn,484717500840431616,"#livetweetyo chocolate covered strawberries, 4th of July style🇺🇸❤️ http://t.co/4umVraFCLl",42.77543347,-112.8530176,2014-07-03 15:25:36.047166,2014-07-03 15:25:36.047166
1349,RebeccaaWagss,484717483547697153,“@mikephilly_: everyone come up to my cottage for 4th of July banger”,42.53176079,-82.90003519,2014-07-03 15:25:36.049114,2014-07-03 15:25:36.049114
1350,tbauer001,484717406632546305,@Brylane_Home Would ❤️ to #Win this Fabulous #BHomeTGIThursday Giveaway!  Have a Happy 4th of July! 🇺🇸🎆,28.05335136,-82.76998655,2014-07-03 15:25:36.051274,2014-07-03 15:25:36.051274
1351,ThatWeirdKidMya,484717391159390208,Umm so I don't have any 4th of July plans what's up with that,42.06506953,-83.91867449,2014-07-03 15:25:36.053469,2014-07-03 15:25:36.053469
1352,reisha1997,484717373975298048,yess tomorrow  is the 4th of july 😜,27.8110701,-82.7374386,2014-07-03 15:25:36.055307,2014-07-03 15:25:36.055307
1353,djaggars,484717354069532672,"""Celebrate the 4th of July Because…Horse Flies. | Science Blogs | WIRED""  http://t.co/uUfsBe82Jn",40.802909,-73.967606,2014-07-03 15:25:36.057192,2014-07-03 15:25:36.057192
1354,MahDudeEd,484717328320708609,Just got 4th of July special tickets to Lynyrd Skynyrd (and Bad Company) next Saturday! #America #RealSouthernMusic,42.33733966,-71.20908117,2014-07-03 15:25:36.059136,2014-07-03 15:25:36.059136
1355,B2W1CE,484717240801964032,"Work today,  work tomorrow, work Saturday. No 4th of July weekend for this guy #sigh",43.02160818,-89.29174237,2014-07-03 15:25:36.061089,2014-07-03 15:25:36.061089
1356,alicia_marcotte,484717239052955648,Can't wait to hear all the 4th of July comments about my hair..,42.5046276,-90.6739292,2014-07-03 15:25:36.063145,2014-07-03 15:25:36.063145
1357,amandamarita,484717174138105856,I wish @alex_gibb18 was here so he could participate in 4th of July festivities but now I get a whole other year to plan how to annoy him 😜,42.96655561,-78.72308661,2014-07-03 15:25:36.065682,2014-07-03 15:25:36.065682
1358,Tay_TayMarshall,484717145184432128,"Got paid today, getting off work at 3:30, good start to my 4th of July weekend 👐",33.0727074,-96.82352357,2014-07-03 15:25:36.068525,2014-07-03 15:25:36.068525
1359,callme_STACKZZ,484717121419489282,"🇺🇸JULY 4TH🇺🇸 #Palace2 ‼️ ""CLASH OF THE CASHES""
 PREMIUM BOTTLE SPECIALS ALL NITE LONG!!! 🎉🎉🎉
🍻 http://t.co/YwqX9gUW7V #StackzPromo #tweko",34.03295997,-81.10564901,2014-07-03 15:25:36.070757,2014-07-03 15:25:36.070757
1360,YvetteeMariee,484717026745667584,4th of July tomorrow hmmmm what to wear,29.8028495,-95.5029235,2014-07-03 15:25:36.072922,2014-07-03 15:25:36.072922
1361,Webstaurant,484716968222552064,The obvious winner of our 4th of July themed birthday lunch! #flag #4thofJuly @ The WEBstaurant Store http://t.co/cUdwt2Hieg,40.11670395,-76.31786352,2014-07-03 15:25:36.074983,2014-07-03 15:25:36.074983
1362,cornbeefqueen,484716962769928193,Someone do something with me tomorrow for 4th of July I don't have plans :-(,25.98575282,-80.11838411,2014-07-03 15:25:36.07723,2014-07-03 15:25:36.07723
1363,IzoraideDeSousa,484716925453615104,“@miacarcamo: ¿Brasil vs Colombia on the Fourth of July means soccer darty?” I have to celebrate 4th the July here in #BRA but it's worth it,-23.5449542,-46.64710917,2014-07-03 15:25:36.07943,2014-07-03 15:25:36.07943
1364,tkxo300,484716921271513088,Well there goes 4th of July.,37.22922116,-93.30015361,2014-07-03 15:25:36.081896,2014-07-03 15:25:36.081896
1365,BrookeMichellee,484716904678830082,Didn't really go all out on 4th of July attire... considering all I want to/will be wearing is a swimsuit 🙆,46.86155088,-96.90365003,2014-07-03 15:25:36.083906,2014-07-03 15:25:36.083906
1366,12Cdavis,484716902682722304,It should be illegal to work on 4th of July weekend,39.71227689,-92.11941568,2014-07-03 15:25:36.085833,2014-07-03 15:25:36.085833
1367,WrapsonWheels,484716874039447553,happy 4th of July tomorrow July 4th will be at the chili fest in chili stop on down great wraps great fireworks,43.16022849,-77.61792165,2014-07-03 15:25:36.087951,2014-07-03 15:25:36.087951
1368,kathilina,484716854829940737,@5SOS YOU GUYS SHOULD RELEASE MS ALL AMERICAN ON THE 4th OF JULY IN THE NAME OF FREEDOM 🇺🇸,40.83758115,-73.90761501,2014-07-03 15:25:36.090086,2014-07-03 15:25:36.090086
1369,MaggieCoday,484716848697843713,She's gorgeous right? Here is an easy 4th of July look using all Younique makeup! @ Link In Bio To Order! http://t.co/C6gxi88Vm9,32.74035068,-117.06467629,2014-07-03 15:25:36.09223,2014-07-03 15:25:36.09223
1370,2ndWindNina,484716810189537281,Wouldn't spend another 4th of July any other way! Can't wait to be back with the OG Crew!! // #tbt… http://t.co/BpMFAUA39N,33.84806046,-84.37077626,2014-07-03 15:25:36.094355,2014-07-03 15:25:36.094355
1371,AZaldivar11,484716792242118657,Tomorrow is the 4th of July. And I still have nothing to do.,32.64471728,-97.11568485,2014-07-03 15:25:36.096565,2014-07-03 15:25:36.096565
1372,SophiaElizabeth,484716763176001536,"“@iKeepItTooReal: White Dads ""4th of July"" outfits 😂😩😩 http://t.co/5bCQPlwKEA” my poor dad 😭",39.88277939,-75.07621056,2014-07-03 15:25:36.098674,2014-07-03 15:25:36.098674
1373,emmerchem,484716755269722113,"Boston, you're a great place to celebrate 4th of July but your holiday bus schedule does not make it easy to love you right now.",42.39748122,-71.25334022,2014-07-03 15:25:36.100889,2014-07-03 15:25:36.100889
1374,FashionKilla_XD,484716748612968448,#NCAT #UNCG #WSSU #BENNETT It's going DOWN 4th of July at #LotusLounge with $8 PhuckIt Buckets and $5 LIT's!!! http://t.co/C5TbCmy14Q,39.3580576,-75.6464378,2014-07-03 15:25:36.102943,2014-07-03 15:25:36.102943
1375,fonzie_g7,484716722016899072,I got voted to get a pie to the face/hair. Happy 4th of July weekend #loandepot #pie #lovemyjob… http://t.co/V73jHNgIhm,33.07851358,-96.80918055,2014-07-03 15:25:36.104863,2014-07-03 15:25:36.104863
1376,Jayr_roadrunner,484716659689533440,Ain got no 4th of July spirit tbh I'm jus ready for a nigga to make the wrong move,32.3051948,-86.2636366,2014-07-03 15:25:36.106992,2014-07-03 15:25:36.106992
1377,MVasiloff52,484716567599398913,Onward to San Diego! Let the bar crawl blackout 4th of July weekend begin!!!! 😏🍻,34.13491734,-116.31630254,2014-07-03 15:25:36.109421,2014-07-03 15:25:36.109421
1378,thomasulester,484716545361182720,Is the liquor store open on the 4th of July?,35.592093,-80.8740397,2014-07-03 15:25:36.111726,2014-07-03 15:25:36.111726
1379,johnswagjohnson,484716471356907521,Omg this is the first 4th of July Ive had off from work since the summer between sophomore and junior year of high school. I'm so jacked,39.4055462,-76.9249349,2014-07-03 15:25:36.113983,2014-07-03 15:25:36.113983
1380,BlakeEBlakeESQ,484720046133227520,"Trolling for followers ;-)) ""@rubberdom: Tatoo FemdomForce ahead of July 4th http://t.co/dKMQktT2eE. Kinky holiday.”",40.7019622,-73.81586252,2014-07-03 15:27:40.534363,2014-07-03 15:27:40.534363
1381,casedillla,484720044396789760,4th of July in downtown? Yes. 🇺🇸,39.03232752,-76.68485683,2014-07-03 15:27:40.537774,2014-07-03 15:27:40.537774
1382,vmariee23,484720042064744449,me on the 4th of July 😊 https://t.co/JqpxKKUavX,40.57810346,-74.61557294,2014-07-03 15:27:40.540336,2014-07-03 15:27:40.540336
1383,jbirkan,484719929342836738,4th of July Party! Woo!!!! 🇺🇸🇺🇸🎊📃💥💥 @ Alexian Brothers Hospital http://t.co/yxcntWuyf6,42.00465682,-88.0171489,2014-07-03 15:27:40.542551,2014-07-03 15:27:40.542551
1384,ebeth_weeee,484719921255813121,We just left cincy and we have already seen two people pulled over. Be careful out there 4th of July drivers.,39.12741618,-84.50685501,2014-07-03 15:27:40.544466,2014-07-03 15:27:40.544466
1385,Pvrvd0x,484719913102110721,I miss 4th of July in Chicago. We would literally spend around $3k on fireworks lol,32.85069726,-96.980745,2014-07-03 15:27:40.546338,2014-07-03 15:27:40.546338
1386,Jaquay__,484719872224796673,Why these MFs making me work on 4th of July,32.6144776,-117.0719687,2014-07-03 15:27:40.54827,2014-07-03 15:27:40.54827
1387,xoxo_sarah_lynn,484719821905739779,"“@BuzzFeed: 19 reasons the 4th of July is the best holiday, as told by Ron Swanson http://t.co/q40m82C28s” @Bangs1192 @erinnandreaa",44.64960441,-72.81550663,2014-07-03 15:27:40.550969,2014-07-03 15:27:40.550969
1388,Alkita_J,484719807519293440,Too bad he scheduled out test on Monday! Kita won't be doing anything this 4th of July! 😩🇺🇸,33.75910685,-84.37027395,2014-07-03 15:27:40.553173,2014-07-03 15:27:40.553173
1389,cruellaDchill,484719801466880001,Shit I forgot tomorrow is the 4th of July. Where's the food at? 😎,39.96950634,-75.13830266,2014-07-03 15:27:40.5551,2014-07-03 15:27:40.5551
1390,t_palatucci,484719771833741312,“@JimboDuff: Gotta get thru one more day of work 🙏 then to get returedd alll day Tomorroww 😍🍻🇺🇸” BLU ALE TN 4th of july party #bethereorbe▪️,40.86698172,-74.04977441,2014-07-03 15:27:40.557091,2014-07-03 15:27:40.557091
1391,BlakeEBlakeESQ,484720046133227520,"Trolling for followers ;-)) ""@rubberdom: Tatoo FemdomForce ahead of July 4th http://t.co/dKMQktT2eE. Kinky holiday.”",40.7019622,-73.81586252,2014-07-03 15:28:02.886252,2014-07-03 15:28:02.886252
1392,casedillla,484720044396789760,4th of July in downtown? Yes. 🇺🇸,39.03232752,-76.68485683,2014-07-03 15:28:02.888557,2014-07-03 15:28:02.888557
1393,vmariee23,484720042064744449,me on the 4th of July 😊 https://t.co/JqpxKKUavX,40.57810346,-74.61557294,2014-07-03 15:28:02.890387,2014-07-03 15:28:02.890387
1394,jbirkan,484719929342836738,4th of July Party! Woo!!!! 🇺🇸🇺🇸🎊📃💥💥 @ Alexian Brothers Hospital http://t.co/yxcntWuyf6,42.00465682,-88.0171489,2014-07-03 15:28:02.892263,2014-07-03 15:28:02.892263
1395,ebeth_weeee,484719921255813121,We just left cincy and we have already seen two people pulled over. Be careful out there 4th of July drivers.,39.12741618,-84.50685501,2014-07-03 15:28:02.894395,2014-07-03 15:28:02.894395
1396,Pvrvd0x,484719913102110721,I miss 4th of July in Chicago. We would literally spend around $3k on fireworks lol,32.85069726,-96.980745,2014-07-03 15:28:02.897307,2014-07-03 15:28:02.897307
1397,Jaquay__,484719872224796673,Why these MFs making me work on 4th of July,32.6144776,-117.0719687,2014-07-03 15:28:02.899933,2014-07-03 15:28:02.899933
1398,xoxo_sarah_lynn,484719821905739779,"“@BuzzFeed: 19 reasons the 4th of July is the best holiday, as told by Ron Swanson http://t.co/q40m82C28s” @Bangs1192 @erinnandreaa",44.64960441,-72.81550663,2014-07-03 15:28:02.902208,2014-07-03 15:28:02.902208
1399,Alkita_J,484719807519293440,Too bad he scheduled out test on Monday! Kita won't be doing anything this 4th of July! 😩🇺🇸,33.75910685,-84.37027395,2014-07-03 15:28:02.904112,2014-07-03 15:28:02.904112
1400,cruellaDchill,484719801466880001,Shit I forgot tomorrow is the 4th of July. Where's the food at? 😎,39.96950634,-75.13830266,2014-07-03 15:28:02.906,2014-07-03 15:28:02.906
1401,t_palatucci,484719771833741312,“@JimboDuff: Gotta get thru one more day of work 🙏 then to get returedd alll day Tomorroww 😍🍻🇺🇸” BLU ALE TN 4th of july party #bethereorbe▪️,40.86698172,-74.04977441,2014-07-03 15:28:02.908144,2014-07-03 15:28:02.908144
1402,Photogenic_RAY,484719743346421760,#guysbelike 4th Of July Outfit Swagged Out With My Niggas On The Block 😂😂 http://t.co/LFBKXnDrGg,40.80871306,-73.94934497,2014-07-03 15:28:02.910988,2014-07-03 15:28:02.910988
1403,FrancisFilewicz,484719729106780160,Spending the last hour in the parkinglot for the annual 4th of July work BBQ then hello weekend #merica 😄👍🎊🎈🍻🍕🍟🍔🍗🍖🍹🍸🍺🍤🏊🇺🇸,40.08074049,-75.31012662,2014-07-03 15:28:02.913229,2014-07-03 15:28:02.913229
1404,LifteddCilla,484719698341150722,"Some guy I knew way back came to my job this morning and left a sticky note on my coworkers car for me it said 
""4th of July, be my date?""",33.84721281,-117.98807658,2014-07-03 15:28:02.915193,2014-07-03 15:28:02.915193
1405,little_dee_,484719650014785536,I've always wanted to spend 4th of July at a beach cottage and watch fireworks with that special someone,33.18404011,-117.09143456,2014-07-03 15:28:02.91711,2014-07-03 15:28:02.91711
